,Date-Time,content,content_type,movie_popularity_factor,children_popularity_factor,adults_popularity_factor,retirees_popularity_factor,movie_budget,box_office_revenue,n_ad_breaks,prime_time_factor,children_baseline_view_count,children_expected_view_count,children_true_view_count_0,children_true_view_count_1,children_true_view_count_2,children_true_view_count_3,children_true_view_count_4,children_true_view_count_5,children_true_view_count_6,children_true_view_count_7,children_true_view_count_8,children_true_view_count_9,adults_baseline_view_count,adults_expected_view_count,adults_true_view_count_0,adults_true_view_count_1,adults_true_view_count_2,adults_true_view_count_3,adults_true_view_count_4,adults_true_view_count_5,adults_true_view_count_6,adults_true_view_count_7,adults_true_view_count_8,adults_true_view_count_9,retirees_baseline_view_count,retirees_expected_view_count,retirees_true_view_count_0,retirees_true_view_count_1,retirees_true_view_count_2,retirees_true_view_count_3,retirees_true_view_count_4,retirees_true_view_count_5,retirees_true_view_count_6,retirees_true_view_count_7,retirees_true_view_count_8,retirees_true_view_count_9,ad_slot_price
1,2024-10-01 07:05:00,Advert,Advert,0.4482132465657226,0.1792853,0.4482132,0.4482132,15000000.0,44862187.0,4.0,1.0,0.0298962340908106,0.0053599552978412,0.0,0.0028655308213444,0.0009806339959046,0.0,0.0043694916677706,0.0113678435237228,0.0026141941875342,0.0065995770730194,0.0034350257385397,0.0011493720963958,0.0333270797502366,0.0149376370615087,0.00054852340105,0.0066798561906255,0.0124761888392582,0.0220374517177135,0.0067519062021206,0.0146103045427093,0.0141537371436773,0.0106191190781281,0.0304875795262609,0.0181285771229032,0.0050506071275257,0.0022637487825711,0.0008135760429994,0.0,0.003439025014714,0.0024057977672848,0.0086592968656637,0.0026266779941378,0.0026733545578175,0.0041258254713766,0.0042188929082874,0.0031069534315327,25458.66
7,2024-10-01 07:35:00,Advert,Advert,0.4482132465657226,0.1792853,0.4482132,0.4482132,15000000.0,44862187.0,4.0,1.0,0.0253071664147921,0.0045372029228259,0.0,0.0072016033785681,0.0,0.002131598473966,0.0036393874151645,0.0043302609361491,0.0,0.0015989825806093,0.0,0.0048626119819229,0.0340167433576982,0.0152467533939326,0.0025813818486926,0.0163628113115886,0.0110429114412344,0.0213075514980192,0.0131823968775756,0.0167205248113829,0.0266869924779757,0.0073717905997738,0.0163732118011181,0.0140922315369318,0.0065877120999524,0.0029526995209984,0.0006456903277993,0.0019042902409777,0.0030917299598888,0.0008276679642834,0.0080343004912043,0.0022524880552557,0.0047534306761382,0.0031280856163477,0.0001977102467962,0.0071547178330694,25458.66
14,2024-10-01 08:10:00,Advert,Advert,0.2688470421493016,0.2150776,0.268847,0.268847,7000000.0,31430334.0,4.0,1.0,0.0151928569443885,0.0032676432087424,0.0022440271646207,0.0028891241540527,0.0011909927129949,0.0021465580337638,0.0,0.0059426328749945,0.0,0.0038369851634567,0.0057925811799319,0.002080319900603,0.0361226261455536,0.0097114596713536,0.0,0.0055456258094599,0.0007751426358846,0.0232462096803641,0.0040640579253936,0.0,0.0218360048547199,0.0,0.0106570617964424,0.0162101009746547,0.0088351530891929,0.0023753044025702,0.0020961443860688,0.0016075169035508,0.0024863212531683,0.0,0.0003553993006499,0.0,0.0021708465995372,0.0018723810075007,0.0031902908195605,0.005683075629514,16629.1
20,2024-10-01 08:40:00,Advert,Advert,0.2688470421493016,0.2150776,0.268847,0.268847,7000000.0,31430334.0,4.0,1.0,0.0074887193837961,0.0016106557921403,0.0033328313782499,0.002818000055165,2.639961214187014e-05,0.0021293849593769,0.0,0.0022320490265022,0.0,0.0021574604322049,0.0025598329679377,0.0046913874244636,0.039029048656462,0.0104928426441438,0.00248247706942,0.0087258807963043,0.0003583629168097,0.0138158724339945,0.0140337847234172,0.0040286348789791,0.0211671468594672,0.0005337067402477,0.0103971593929725,0.0,0.0111864192224585,0.0030074352487003,0.0029781651367305,0.0,0.0032103202595815,0.000449582590361,0.0,0.0,0.0032355975421534,0.0064600163761411,0.0,0.0042334085026647,16629.1
26,2024-10-01 09:10:00,Advert,Advert,0.2688470421493016,0.2150776,0.268847,0.268847,7000000.0,31430334.0,4.0,1.0,0.0028914278899447,0.0006218813711423,0.0,0.0048110196374591,0.0,0.0004616845332033,0.0,0.0016610869195761,0.0009195559082114,0.0,0.0,0.0,0.0429301768067948,0.0115416492439763,0.0061756557146776,0.0089568049230462,0.0,0.0184476485692874,0.0,0.0,0.0106170115021075,0.0013247402547969,0.002969880575327,0.0083261499461033,0.0139513157543996,0.003750769386623,0.0041896046369296,0.0059206822083012,0.0071162656366586,0.0014869851693777,0.0021198514212136,0.0046186016045048,0.0036993109044266,0.0030509426713422,0.0012035703392458,0.0054376327263696,16629.1
32,2024-10-01 09:40:00,Advert,Advert,0.2688470421493016,0.2150776,0.268847,0.268847,7000000.0,31430334.0,4.0,1.0,0.0009147503032883,0.0001967422998305,0.0007660053302121,0.0003983555680689,0.0016001052615021,0.0004766794399631,0.0,0.0,0.0018683051392052,0.0014433343835195,0.0,0.0,0.0477950549245745,0.012849557131307,0.0228800910940186,0.0230832024889175,0.017675537360435,0.0212186680255198,0.020264959536805,0.0213071061388508,0.0213103854445309,0.0094021019910179,0.0123148798710609,0.0164400882274578,0.0171341883744811,0.0046064751419141,0.0030940381463036,0.0015650145223681,0.0021063961011814,0.0045895072924999,0.0039147800414762,0.0030922340637068,0.0029900646188361,0.0027234154336532,0.0035948313367413,0.0048384693978941,16629.1
39,2024-10-01 10:15:00,Advert,Advert,0.6618257267842667,0.2647303,0.6618257,0.3970954,5000000.0,2543216.0,4.0,1.0,0.0003139430283511,8.311023207830386e-05,0.0039985670304337,0.0008410352333017,0.0056820166021736,0.0,0.0011764502309849,0.0,0.0011887045197426,0.0,0.0013348695873492,0.002787005616364,0.0546312634532649,0.0361563741768414,0.0201367190955351,0.0390831756738338,0.0295690971733161,0.0547483046887658,0.0358667911323104,0.0297708453641377,0.0580754079440197,0.0143847565828092,0.0236409141002165,0.0409259793561616,0.021353726160347,0.0084794664311334,0.0049790768486183,0.0022939850504763,0.007683744873162,0.007107250855199,0.0098580261259263,0.0074361086252234,0.0074998871658792,0.004476809148244,0.0042030250569422,0.0132366729882781,6762.96
45,2024-10-01 10:45:00,Advert,Advert,0.6618257267842667,0.2647303,0.6618257,0.3970954,5000000.0,2543216.0,4.0,1.0,0.0003901473065325,0.0001032838135025,0.0028195185189706,0.0,0.0,0.0,0.0,0.0,0.0020921461562664,0.0011105862239452,0.0,0.0,0.0614199155768543,0.0406492786205925,0.0281725563522604,0.0424104375103118,0.0397172643226098,0.0405180339229267,0.030504447608666,0.0438783382455147,0.0509832720933414,0.0167976091548391,0.0178746767132847,0.0412548810368607,0.0253570424902842,0.0100691649304964,0.0056773682533976,0.0055183191816619,0.0058295404871673,0.0121789744528775,0.0103474582710032,0.0040450082283526,0.0125594484241006,0.0123421816903839,0.0066438668420265,0.0152162593420927,6762.96
51,2024-10-01 11:15:00,Advert,Advert,0.6618257267842667,0.2647303,0.6618257,0.3970954,5000000.0,2543216.0,4.0,1.0,0.0007733984317242,0.0002047419988498,0.0027043089916214,0.0,0.0,0.001230878684303,0.0,0.0,0.0,0.0,0.0,0.0,0.0689882913922923,0.0456582242425078,0.030030069290784,0.0394754313200593,0.0283628937078536,0.0541537633880825,0.044121480487144,0.046598907412676,0.0562184266921118,0.0229580159279845,0.0280212666174701,0.048983618637977,0.0296447594437288,0.0117717976092112,0.0057692287290722,0.0086419579222302,0.0081989403654872,0.0139590266491265,0.0140783551325585,0.0057579674042692,0.0116679808900056,0.0067513531088261,0.0038858817261585,0.0154406236526451,6762.96
57,2024-10-01 11:45:00,Advert,Advert,0.6618257267842667,0.2647303,0.6618257,0.3970954,5000000.0,2543216.0,4.0,1.0,0.0015313282945388,0.0004053889988117,0.0036479649724462,0.0030396903669355,0.0,0.0,0.0,0.0,0.0038399735737491,0.0057582757720812,0.0,0.0027821156996881,0.0772446365218433,0.0511224856373145,0.0303831674417697,0.0525616209857759,0.0405399003310831,0.0434685620489118,0.0384686367815818,0.0398228726714371,0.0661232472510679,0.0185329846202339,0.0350075855754345,0.0444591242859911,0.0341205682515235,0.013549120698066,0.0063016293315579,0.0111186832241275,0.0100184173142874,0.0149843742616516,0.012000130060718,0.0067858486095658,0.0125877242273478,0.0131833907907916,0.0018037054063893,0.0163881565872095,6762.96
