,Date-Time,content,content_type,movie_popularity_factor,children_popularity_factor,adults_popularity_factor,retirees_popularity_factor,movie_budget,box_office_revenue,n_ad_breaks,prime_time_factor,children_baseline_view_count,children_expected_view_count,children_true_view_count_0,children_true_view_count_1,children_true_view_count_2,children_true_view_count_3,children_true_view_count_4,children_true_view_count_5,children_true_view_count_6,children_true_view_count_7,children_true_view_count_8,children_true_view_count_9,adults_baseline_view_count,adults_expected_view_count,adults_true_view_count_0,adults_true_view_count_1,adults_true_view_count_2,adults_true_view_count_3,adults_true_view_count_4,adults_true_view_count_5,adults_true_view_count_6,adults_true_view_count_7,adults_true_view_count_8,adults_true_view_count_9,retirees_baseline_view_count,retirees_expected_view_count,retirees_true_view_count_0,retirees_true_view_count_1,retirees_true_view_count_2,retirees_true_view_count_3,retirees_true_view_count_4,retirees_true_view_count_5,retirees_true_view_count_6,retirees_true_view_count_7,retirees_true_view_count_8,retirees_true_view_count_9,ad_slot_price
1,2024-10-01 07:05:00,Advert,Advert,1.0,0.8,0.8,0.8,175000000.0,857611174.0,4.0,1.0,0.0348789397726124,0.0279031518180899,0.0397350172928874,0.0250688039718726,0.0173178007604152,0.0071041840322093,0.0265658184269868,0.0210692513228908,0.0275093819364679,0.0392541051859873,0.0335769199789547,0.0295456846357413,0.0388815930419428,0.0311052744335542,0.045417319107859,0.0240577215270889,0.0100471254709147,0.0347361444525048,0.0303976773580208,0.0390639554007959,0.0604797957098117,0.0273084069038078,0.0313441895430652,0.0122743961192596,0.0058923749821133,0.0047138999856907,0.0013569839861597,0.001235914441235,0.0,0.0052204791242139,0.0071984109553496,0.0013634066592873,0.007132067783973,0.00453433513579,0.0079335444567565,0.0085996883620095,365283.35
7,2024-10-01 07:35:00,Advert,Advert,1.0,0.8,0.8,0.8,175000000.0,857611174.0,4.0,1.0,0.0295250274839241,0.0236200219871392,0.0244759592601798,0.0320559157780364,0.0237330520400064,0.0041874089056578,0.0072188677076379,0.0348593053044567,0.0265237301798036,0.03176524883496,0.0298243792592694,0.0260264085739836,0.0396862005839812,0.031748960467185,0.0400533071743903,0.0303588511794956,0.0063347345944554,0.048892429887877,0.0259214808081399,0.0502101621712268,0.0465695786417977,0.0140649368253836,0.034803815175382,0.0320352260661134,0.0076856641166112,0.0061485312932889,0.0019377807784251,0.0,0.0007373356249516,0.0059308489857122,0.0044297048235896,0.0078989815699475,0.0035790869421462,0.0097212858624679,0.0105760123175283,0.0060579250976174,365283.35
13,2024-10-01 08:05:00,Advert,Advert,1.0,0.8,0.8,0.8,175000000.0,857611174.0,4.0,1.0,0.0194662349503555,0.0155729879602844,0.0164536079827269,0.0303263901421702,0.0112160372913869,0.001369680215185,0.0046409141177665,0.0368513762952417,0.0246288748837885,0.0212916071197532,0.0238913021591043,0.0182145057831223,0.0416926338485268,0.0333541070788214,0.0403084598598645,0.0194495984460914,0.0276564823983118,0.0391546193449948,0.0204410022527351,0.0484608143752736,0.0440431392960056,0.0316318397459172,0.0399070829647991,0.0290353131033426,0.0098959936841765,0.0079167949473412,0.001649052416739,0.0046775541674846,0.0052312247693433,0.0076858648328822,0.0084923810721457,0.0017162299930897,0.0065559749411916,0.0074276562512554,0.0151115861778395,0.0077658503715907,365283.35
19,2024-10-01 08:35:00,Advert,Advert,1.0,0.8,0.8,0.8,175000000.0,857611174.0,4.0,1.0,0.0100008990304878,0.0080007192243902,0.0073757055142342,0.0209793282728636,0.0139571151594664,0.0,0.0,0.0275137688917131,0.0200712065893958,0.0088379254451246,0.0212747927128325,0.0098959096315642,0.0448873654264577,0.0359098923411662,0.0349833922379599,0.0314527785975277,0.0169673345186088,0.0350808930290415,0.0319500600021379,0.0602031871863459,0.0616118030420874,0.0272901498573701,0.0510987225973081,0.0405299992111133,0.012560550532876,0.0100484404263008,0.01218097201065,0.0099704100925182,0.0087591190128021,0.0103265340027417,0.0107065111846681,0.0086455098485108,0.0061252659973465,0.0115242295645106,0.0077677977586113,0.0106971870842816,365283.35
26,2024-10-01 09:10:00,Advert,Advert,0.4871338740757708,0.2922803,0.4871339,0.3897071,2000000.0,45000000.0,4.0,1.0,0.0033733325382688,0.0009859586462849,0.0,0.007833230178505,0.0016463746897044,0.0,0.0,0.0042625045148572,0.007868466447936,0.0046562320714085,0.0021205715302988,0.0034582312737845,0.050085206274594,0.0243982018648474,0.0371564734773541,0.0252112640698505,0.0194381379480501,0.0117009596219665,0.026515713419788,0.0289802604530885,0.0391989106282662,0.0189028072685841,0.0268591415885527,0.024427072322104,0.0162765350467995,0.0063430812711366,0.0066807601401606,0.0066531157460495,0.0035123626475218,0.0081415197345637,0.007473417664396,0.0057316495319469,0.0016805217457757,0.0134699642919982,0.0071907390920499,0.0059429313093996,17700.0
32,2024-10-01 09:40:00,Advert,Advert,0.4871338740757708,0.2922803,0.4871339,0.3897071,2000000.0,45000000.0,4.0,1.0,0.0010672086871696,0.0003119240752485,0.0026229048091818,0.0031705338132902,0.0001548887207076,0.0,0.0,0.0035126500655911,0.0,0.0026735490191192,0.0051044049251781,0.0043620643344535,0.0557608974120036,0.0271630234238092,0.0363796605882043,0.0234039352600154,0.0181528412316453,0.0251390622348628,0.0245567628037528,0.0191115376687877,0.0256834262788225,0.0290923545127762,0.0395371383917963,0.0214688479527383,0.0199898864368946,0.0077902006726515,0.0043698102004585,0.0069111263415138,0.0049280339558242,0.0146132209579832,0.0082351303897089,0.0060601690610976,0.010126335364112,0.0089299440207651,0.0087376077832799,0.0074931529588477,17700.0
38,2024-10-01 10:10:00,Advert,Advert,0.4871338740757708,0.2922803,0.4871339,0.3897071,2000000.0,45000000.0,4.0,1.0,0.0003959917735824,0.0001157405943801,0.0,0.0012612861095625,0.0,0.0,0.0,0.0,0.0015572524926386,0.0,0.0002200219098153,0.0007033107898614,0.0625112767441883,0.0304513620343757,0.0339266700065552,0.022648885622186,0.0363224795173797,0.0237326679918072,0.0401274685919473,0.0241745809498387,0.0325936020603132,0.0280731015236659,0.0362732888601029,0.0368847112349045,0.0241726854075154,0.0094202671293751,0.0044302555836043,0.0066257023270981,0.0114272446313986,0.0099386538150813,0.0086730457126179,0.0102104793122119,0.0057879625872514,0.0115924676811382,0.0158106162047802,0.0081412636365079,17700.0
44,2024-10-01 10:40:00,Advert,Advert,0.4871338740757708,0.2922803,0.4871339,0.3897071,2000000.0,45000000.0,4.0,1.0,0.0004142557316525,0.0001210787895241,0.0009825426069066,0.0014874354857043,0.0021999972939514,0.0026033091798763,0.0,0.0,0.0014086347435663,0.0,0.0001173357472283,0.0052590798933379,0.0702707935053342,0.0342312856963481,0.0251667758793277,0.0245862956165198,0.0340355475676832,0.0278718221447995,0.0304768816853338,0.0358565969122793,0.0390582014398431,0.0224046938562142,0.0450031965463484,0.0425452517605743,0.0287791668484881,0.0112154456529404,0.0029677091049728,0.008937949540548,0.0103999191010565,0.0117355815659385,0.0157919741760143,0.0139071918556784,0.00904693507018,0.0136477242008092,0.010132103089886,0.0109624296272705,17700.0
51,2024-10-01 11:15:00,Advert,Advert,0.522645948933932,0.2090584,0.5226459,0.5226459,24000000.0,64414761.0,5.0,1.0,0.0009022981703449,0.0001886330118152,0.0,0.0011441769864414,0.0032361304123759,0.001016601102362,0.0003635419554585,0.0,0.0040770334671881,0.000536547396806,0.0020278152052304,0.0,0.0804863399576744,0.0420658555848847,0.0430643226048527,0.0167197152332253,0.0378786148228311,0.0345187701047191,0.0383369026997769,0.0335894630819081,0.0428455716716056,0.0334746337219124,0.0354546280811975,0.0521683697967134,0.0345855526843502,0.0180759973097096,0.0167691914450726,0.0170771333598267,0.0165267422252435,0.0187158862360859,0.0191546320863823,0.0155840596295348,0.0111104036676065,0.0197116630583131,0.0200659637612469,0.0170422218905588,29379.54
57,2024-10-01 11:45:00,Advert,Advert,0.522645948933932,0.2090584,0.5226459,0.5226459,24000000.0,64414761.0,5.0,1.0,0.0017865496769619,0.0003734932169861,0.0006060073223742,0.0011206809224375,0.0,0.0025689554976378,0.0050269267324345,0.0,0.003432146343641,0.0,0.0036982446790435,0.0023077696861161,0.0901187426088171,0.0471001913376536,0.062436937972124,0.0284260663972785,0.0323902255647032,0.0349249327657678,0.0504572513576749,0.0419427874658282,0.0495123712581114,0.0408512046055938,0.0389320657398011,0.0529837098916628,0.0398073296267774,0.0208051376193837,0.0183796747295999,0.0161145389714855,0.0157920158747326,0.0199757767857693,0.0262165985595534,0.0143551441646843,0.0198649984092885,0.0254799843118174,0.0192871509974357,0.0136080179697968,29379.54
