ID,Date-Time,Channel,Action,Movie Title,Viewerships
Cost,N/A,N/A,Total Cost,N/A,28393074.049999997
2024-10-05 07:00:00_Own Channel_Show Movie,2024-10-05 07:00:00,Own Channel,Show Movie,The Flash,
2024-10-05 07:00:00_Own Channel_Advertise Movie,2024-10-05 07:00:00,Own Channel,Advertise Movie,Indiana Jones and the Dial of Destiny,
2024-10-05 07:30:00_Own Channel_Show Movie,2024-10-05 07:30:00,Own Channel,Show Movie,The Flash,
2024-10-05 07:30:00_Own Channel_Advertise Movie,2024-10-05 07:30:00,Own Channel,Advertise Movie,Indiana Jones and the Dial of Destiny,
2024-10-05 08:00:00_Own Channel_Show Movie,2024-10-05 08:00:00,Own Channel,Show Movie,The Flash,
2024-10-05 08:00:00_Own Channel_Advertise Movie,2024-10-05 08:00:00,Own Channel,Advertise Movie,Indiana Jones and the Dial of Destiny,
2024-10-05 08:30:00_Own Channel_Advertise Movie,2024-10-05 08:30:00,Own Channel,Advertise Movie,The Hobbit: The Battle of the Five Armies,
2024-10-05 08:30:00_Own Channel_Show Movie,2024-10-05 08:30:00,Own Channel,Show Movie,The Flash,
2024-10-05 09:00:00_Own Channel_Show Movie,2024-10-05 09:00:00,Own Channel,Show Movie,The Flash,
2024-10-05 09:00:00_Own Channel_Advertise Movie,2024-10-05 09:00:00,Own Channel,Advertise Movie,Indiana Jones and the Dial of Destiny,
2024-10-05 09:30:00_Own Channel_Advertise Movie,2024-10-05 09:30:00,Own Channel,Advertise Movie,Iron Man 2,
2024-10-05 09:30:00_Own Channel_Show Movie,2024-10-05 09:30:00,Own Channel,Show Movie,The Flash,
2024-10-05 10:00:00_Own Channel_Show Movie,2024-10-05 10:00:00,Own Channel,Show Movie,Star Wars: The Rise of Skywalker,
2024-10-05 10:00:00_Own Channel_Advertise Movie,2024-10-05 10:00:00,Own Channel,Advertise Movie,The Meg,
2024-10-05 10:30:00_Own Channel_Show Movie,2024-10-05 10:30:00,Own Channel,Show Movie,Star Wars: The Rise of Skywalker,
2024-10-05 10:30:00_Own Channel_Advertise Movie,2024-10-05 10:30:00,Own Channel,Advertise Movie,Fast X,
2024-10-05 11:00:00_Own Channel_Show Movie,2024-10-05 11:00:00,Own Channel,Show Movie,Star Wars: The Rise of Skywalker,
2024-10-05 11:00:00_Own Channel_Advertise Movie,2024-10-05 11:00:00,Own Channel,Advertise Movie,Ant-Man and the Wasp: Quantumania,
2024-10-05 11:30:00_Own Channel_Advertise Movie,2024-10-05 11:30:00,Own Channel,Advertise Movie,Iron Man 2,
2024-10-05 11:30:00_Own Channel_Show Movie,2024-10-05 11:30:00,Own Channel,Show Movie,Star Wars: The Rise of Skywalker,
2024-10-05 12:00:00_Own Channel_Show Movie,2024-10-05 12:00:00,Own Channel,Show Movie,Star Wars: The Rise of Skywalker,
2024-10-05 12:00:00_Own Channel_Advertise Movie,2024-10-05 12:00:00,Own Channel,Advertise Movie,The Twilight Saga: Breaking Dawn - Part 1,
2024-10-05 12:30:00_Own Channel_Show Movie,2024-10-05 12:30:00,Own Channel,Show Movie,Star Wars: The Rise of Skywalker,
2024-10-05 12:30:00_Own Channel_Advertise Movie,2024-10-05 12:30:00,Own Channel,Advertise Movie,Fast X,
2024-10-05 13:00:00_Own Channel_Show Movie,2024-10-05 13:00:00,Own Channel,Show Movie,Captain America: Civil War,
2024-10-05 13:00:00_Own Channel_Sell Adslot,2024-10-05 13:00:00,Own Channel,Sell Adslot,,72494
2024-10-05 13:30:00_Own Channel_Show Movie,2024-10-05 13:30:00,Own Channel,Show Movie,Captain America: Civil War,
2024-10-05 13:30:00_Own Channel_Advertise Movie,2024-10-05 13:30:00,Own Channel,Advertise Movie,Deadpool 2,
2024-10-05 14:00:00_Own Channel_Show Movie,2024-10-05 14:00:00,Own Channel,Show Movie,Captain America: Civil War,
2024-10-05 14:00:00_Own Channel_Advertise Movie,2024-10-05 14:00:00,Own Channel,Advertise Movie,Fast X,
2024-10-05 14:30:00_Own Channel_Show Movie,2024-10-05 14:30:00,Own Channel,Show Movie,Captain America: Civil War,
2024-10-05 14:30:00_Own Channel_Advertise Movie,2024-10-05 14:30:00,Own Channel,Advertise Movie,The Hobbit: The Battle of the Five Armies,
2024-10-05 15:00:00_Own Channel_Show Movie,2024-10-05 15:00:00,Own Channel,Show Movie,Captain America: Civil War,
2024-10-05 15:00:00_Own Channel_Advertise Movie,2024-10-05 15:00:00,Own Channel,Advertise Movie,Pirates of the Caribbean: At World's End,
2024-10-05 15:30:00_Own Channel_Show Movie,2024-10-05 15:30:00,Own Channel,Show Movie,Captain America: Civil War,
2024-10-05 15:30:00_Own Channel_Advertise Movie,2024-10-05 15:30:00,Own Channel,Advertise Movie,The Hobbit: The Battle of the Five Armies,
2024-10-05 16:00:00_Own Channel_Show Movie,2024-10-05 16:00:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-05 16:00:00_Own Channel_Advertise Movie,2024-10-05 16:00:00,Own Channel,Advertise Movie,Indiana Jones and the Dial of Destiny,
2024-10-05 16:30:00_Own Channel_Show Movie,2024-10-05 16:30:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-05 16:30:00_Own Channel_Advertise Movie,2024-10-05 16:30:00,Own Channel,Advertise Movie,Indiana Jones and the Dial of Destiny,
2024-10-05 17:00:00_Own Channel_Show Movie,2024-10-05 17:00:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-05 17:00:00_Own Channel_Advertise Movie,2024-10-05 17:00:00,Own Channel,Advertise Movie,Indiana Jones and the Dial of Destiny,
2024-10-05 17:30:00_Own Channel_Show Movie,2024-10-05 17:30:00,Own Channel,Show Movie,The Little Mermaid,
