ID,Date-Time,Channel,Action,Movie Title,Viewerships
Cost,N/A,N/A,Total Cost,N/A,29774392.84999997
2024-10-05 07:00:00_Own Channel_Show Movie,2024-10-05 07:00:00,Own Channel,Show Movie,Frozen,
2024-10-05 07:00:00_Own Channel_Advertise Movie,2024-10-05 07:00:00,Own Channel,Advertise Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2024-10-05 07:30:00_Own Channel_Show Movie,2024-10-05 07:30:00,Own Channel,Show Movie,Frozen,
2024-10-05 07:30:00_Own Channel_Advertise Movie,2024-10-05 07:30:00,Own Channel,Advertise Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2024-10-05 08:00:00_Own Channel_Show Movie,2024-10-05 08:00:00,Own Channel,Show Movie,Frozen,
2024-10-05 08:00:00_Own Channel_Advertise Movie,2024-10-05 08:00:00,Own Channel,Advertise Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2024-10-05 08:30:00_Own Channel_Show Movie,2024-10-05 08:30:00,Own Channel,Show Movie,Frozen,
2024-10-05 08:30:00_Own Channel_Advertise Movie,2024-10-05 08:30:00,Own Channel,Advertise Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2024-10-05 09:00:00_Own Channel_Show Movie,2024-10-05 09:00:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 09:00:00_Own Channel_Advertise Movie,2024-10-05 09:00:00,Own Channel,Advertise Movie,The Flash,
2024-10-05 09:30:00_Own Channel_Advertise Movie,2024-10-05 09:30:00,Own Channel,Advertise Movie,Star Wars: The Rise of Skywalker,
2024-10-05 09:30:00_Own Channel_Show Movie,2024-10-05 09:30:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 10:00:00_Own Channel_Advertise Movie,2024-10-05 10:00:00,Own Channel,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-05 10:00:00_Own Channel_Show Movie,2024-10-05 10:00:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 10:30:00_Own Channel_Show Movie,2024-10-05 10:30:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 10:30:00_Own Channel_Sell Adslot,2024-10-05 10:30:00,Own Channel,Sell Adslot,,45692
2024-10-05 11:00:00_Own Channel_Show Movie,2024-10-05 11:00:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 11:00:00_Own Channel_Sell Adslot,2024-10-05 11:00:00,Own Channel,Sell Adslot,,51937
2024-10-05 11:30:00_Own Channel_Advertise Movie,2024-10-05 11:30:00,Own Channel,Advertise Movie,Star Wars: The Rise of Skywalker,
2024-10-05 11:30:00_Own Channel_Show Movie,2024-10-05 11:30:00,Own Channel,Show Movie,Barbie,
