ID,Date-Time,Channel,Action,Movie Title,Viewerships
Cost,N/A,N/A,Total Cost,N/A,29415486.019999996
2024-10-05 07:00:00_Own Channel_Advertise Movie,2024-10-05 07:00:00,Own Channel,Advertise Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2024-10-05 07:00:00_Own Channel_Show Movie,2024-10-05 07:00:00,Own Channel,Show Movie,Minions: The Rise of Gru,
2024-10-05 07:30:00_Own Channel_Advertise Movie,2024-10-05 07:30:00,Own Channel,Advertise Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2024-10-05 07:30:00_Own Channel_Show Movie,2024-10-05 07:30:00,Own Channel,Show Movie,Minions: The Rise of Gru,
2024-10-05 08:00:00_Own Channel_Advertise Movie,2024-10-05 08:00:00,Own Channel,Advertise Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2024-10-05 08:00:00_Own Channel_Show Movie,2024-10-05 08:00:00,Own Channel,Show Movie,Minions: The Rise of Gru,
2024-10-05 08:30:00_Own Channel_Advertise Movie,2024-10-05 08:30:00,Own Channel,Advertise Movie,The Hobbit: An Unexpected Journey,
2024-10-05 08:30:00_Own Channel_Show Movie,2024-10-05 08:30:00,Own Channel,Show Movie,Deadpool 2,
2024-10-05 09:00:00_Own Channel_Show Movie,2024-10-05 09:00:00,Own Channel,Show Movie,Deadpool 2,
2024-10-05 09:00:00_Own Channel_Advertise Movie,2024-10-05 09:00:00,Own Channel,Advertise Movie,Doctor Strange in the Multiverse of Madness,
2024-10-05 09:30:00_Own Channel_Show Movie,2024-10-05 09:30:00,Own Channel,Show Movie,Deadpool 2,
2024-10-05 09:30:00_Own Channel_Advertise Movie,2024-10-05 09:30:00,Own Channel,Advertise Movie,Ant-Man and the Wasp: Quantumania,
2024-10-05 10:00:00_Own Channel_Show Movie,2024-10-05 10:00:00,Own Channel,Show Movie,Deadpool 2,
2024-10-05 10:00:00_Own Channel_Advertise Movie,2024-10-05 10:00:00,Own Channel,Advertise Movie,Ant-Man and the Wasp: Quantumania,
2024-10-05 10:30:00_Own Channel_Show Movie,2024-10-05 10:30:00,Own Channel,Show Movie,Deadpool 2,
2024-10-05 10:30:00_Own Channel_Advertise Movie,2024-10-05 10:30:00,Own Channel,Advertise Movie,Ant-Man and the Wasp: Quantumania,
2024-10-05 11:00:00_Own Channel_Show Movie,2024-10-05 11:00:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 11:00:00_Own Channel_Advertise Movie,2024-10-05 11:00:00,Own Channel,Advertise Movie,Ant-Man and the Wasp: Quantumania,
2024-10-05 11:30:00_Own Channel_Show Movie,2024-10-05 11:30:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 11:30:00_Own Channel_Sell Adslot,2024-10-05 11:30:00,Own Channel,Sell Adslot,,59018
2024-10-05 12:00:00_Own Channel_Advertise Movie,2024-10-05 12:00:00,Own Channel,Advertise Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-05 12:00:00_Own Channel_Show Movie,2024-10-05 12:00:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 12:30:00_Own Channel_Show Movie,2024-10-05 12:30:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 12:30:00_Own Channel_Sell Adslot,2024-10-05 12:30:00,Own Channel,Sell Adslot,,75545
2024-10-05 13:00:00_Own Channel_Show Movie,2024-10-05 13:00:00,Own Channel,Show Movie,Thor: Love and Thunder,
2024-10-05 13:00:00_Own Channel_Advertise Movie,2024-10-05 13:00:00,Own Channel,Advertise Movie,The Flash,
2024-10-05 13:30:00_Own Channel_Show Movie,2024-10-05 13:30:00,Own Channel,Show Movie,Justice League,
2024-10-05 13:30:00_Own Channel_Advertise Movie,2024-10-05 13:30:00,Own Channel,Advertise Movie,Ant-Man and the Wasp: Quantumania,
2024-10-05 14:00:00_Own Channel_Advertise Movie,2024-10-05 14:00:00,Own Channel,Advertise Movie,Batman v Superman: Dawn of Justice,
2024-10-05 14:00:00_Own Channel_Show Movie,2024-10-05 14:00:00,Own Channel,Show Movie,Justice League,
2024-10-05 14:30:00_Own Channel_Show Movie,2024-10-05 14:30:00,Own Channel,Show Movie,Justice League,
2024-10-05 14:30:00_Own Channel_Sell Adslot,2024-10-05 14:30:00,Own Channel,Sell Adslot,,107717
2024-10-05 15:00:00_Own Channel_Advertise Movie,2024-10-05 15:00:00,Own Channel,Advertise Movie,Batman v Superman: Dawn of Justice,
2024-10-05 15:00:00_Own Channel_Show Movie,2024-10-05 15:00:00,Own Channel,Show Movie,Justice League,
